movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
1707,Eternal Destiny: Part 2,Musical Thriller Romance,Francis Ford Coppola,Samuel L. Jackson Matt Damon Hugh Jackman,heist space vampire journey alien chase,an exiled warrior embarks on a chilling journey through a distant galaxy to stop a shadowy organisation once and for all.,9.2,11422,80.78,2019,123,es
1708,Forgotten Specter 4,Family Musical Thriller,Sam Raimi,Natalie Portman Emma Stone Meryl Streep,vampire war robot,A heart-breaking two unlikely allies must escape captivity before a deadly conspiracy destroys everything they hold dear.,8.9,13238,55.86,2005,97,fr
1709,Lost Phantom: Part 2,Drama Romance,Alejandro Inarritu,Benedict Cumberbatch Arnold Schwarzenegger Denzel Washington,treasure hacker desert ocean,"In a chilling tale of power and corruption, a hardened detective confronts an unstoppable force that will test their very soul.",7.0,7458,20.98,2021,156,es
1710,Fall of Empire: Part 2,Biography Action Comedy Musical,Robert Zemeckis,Al Pacino Matt Damon Charlize Theron,revenge clone forest robot detective betrayal space,"When a hardened detective discovers a long-buried secret, they are drawn into a action-packed world of a post-apocalyptic city.",6.5,47394,92.03,1991,79,ja
1711,Dark Covenant 3,Action Romance Western,Joel Coen,Dustin Hoffman Christian Bale Matt Damon,betrayal survival mutation hacker dragon,A desperate a lone hero must unite the factions before a catastrophic event destroys everything they hold dear.,4.8,32039,23.3,2018,76,ko
1712,Fall of Origin 5,Western Thriller,Gore Verbinski,Tom Cruise Geoffrey Rush Leonardo DiCaprio,zombie forest vampire alien city underground desert,"When a lone hero discovers a shocking truth, they are drawn into a chilling world of a post-apocalyptic city.",5.9,39157,50.79,2024,187,hi
1713,Dawn of Alliance 4,Thriller Musical,James Cameron,Daniel Day-Lewis Keanu Reeves Tom Hanks,revolution journey forest heist prison vampire,two unlikely allies embarks on a chilling journey through a distant galaxy to stop an ancient evil once and for all.,7.8,47646,59.91,1990,191,de
1714,A Chronicle 4,Fantasy Sport Musical,Stanley Kubrick,Emma Stone Christian Bale Arnold Schwarzenegger,mystery alien mutation corruption dystopia hacker chase,an exiled warrior embarks on a action-packed journey through a crime-ridden metropolis to stop a shadowy organisation once and for all.,7.8,1778,73.08,1987,94,en
1715,The Storm: Part 2,Comedy Family Biography Western,Clint Eastwood,Jennifer Lawrence Meryl Streep Angelina Jolie,sword mutation survival space,"In a chilling tale of power and corruption, an exiled warrior confronts a deadly conspiracy that will test their very soul.",5.0,14137,24.45,1991,177,fr
1716,Rise of Raven,Sci-Fi Drama Western,Joel Coen,Sylvester Stallone Harrison Ford Johnny Depp,space alien corruption ocean,a young prodigy embarks on a chilling journey through a post-apocalyptic city to stop an ancient evil once and for all.,6.4,8040,49.56,2012,101,de
1717,War of Raven 5,Comedy Mystery,Quentin Tarantino,Emma Stone Jake Gyllenhaal Daniel Day-Lewis,corruption spy dragon cult mystery,A mysterious a lone hero must save their family before a catastrophic event destroys everything they hold dear.,7.7,5543,91.39,1992,175,hi
1718,Dawn of Horizon: Part 3,Biography Mystery Comedy War,Peter Jackson,Jared Leto Mark Wahlberg Christian Bale,gun underground space,A mysterious a young prodigy must unite the factions before an unstoppable force destroys everything they hold dear.,9.3,48430,40.18,1991,147,hi
1719,Silent Horizon 2,Drama Comedy,Paul Thomas Anderson,Al Pacino Jennifer Lawrence Joaquin Phoenix,time travel corruption war alien forest magic revenge,a young prodigy embarks on a desperate journey through a magical realm to stop a shadowy organisation once and for all.,7.8,48527,13.12,1990,185,fr
1720,Lost Alliance 5,Drama,Sam Raimi,Morgan Freeman Mark Wahlberg Hugh Jackman,conspiracy underground redemption prison election clone time travel,"Set in a crime-ridden metropolis, the film follows two unlikely allies as they navigate a personal crisis and uncover a hidden identity.",8.1,30778,92.11,1977,157,de
1721,Rise of Ghost 3,Adventure Mystery,Francis Ford Coppola,Charlize Theron Samuel L. Jackson Arnold Schwarzenegger,city friendship chase revolution zombie dystopia,A mysterious a young prodigy must escape captivity before a deadly conspiracy destroys everything they hold dear.,4.1,23710,71.47,1997,85,en
1722,Return of Abyss 5,Crime Sci-Fi,Paul Thomas Anderson,Scarlett Johansson Sylvester Stallone Meryl Streep,mutation journey betrayal,"When a hardened detective discovers a shocking truth, they are drawn into a chilling world of a war-torn land.",5.6,13835,32.52,2020,173,es
1723,A Storm: Part 1,Action History,Stanley Kubrick,Johnny Depp Joaquin Phoenix Harrison Ford,dragon heist gun detective mutation robot mystery,A action-packed a lone hero must unite the factions before an unstoppable force destroys everything they hold dear.,9.2,35064,48.31,2008,91,en
1724,Dark Labyrinth 4,Comedy,Clint Eastwood,Brad Pitt Liam Neeson Jake Gyllenhaal,election time travel magic mutation desert clone,"Set in a war-torn land, the film follows a lone hero as they navigate impossible odds and uncover a forgotten past.",6.8,26507,87.36,1991,176,ko
1725,Hidden Alliance: Part 2,Comedy Fantasy,Denis Villeneuve,Christian Bale Sylvester Stallone Jake Gyllenhaal,space dystopia virus superhero,"In a mysterious tale of identity and belonging, a hardened detective confronts an ancient evil that will test their very soul.",8.1,27828,62.98,1991,89,es
1726,Hidden Hunter 5,Mystery,Tim Burton,Russell Crowe Tom Cruise Benedict Cumberbatch,prophecy redemption vampire prison,A thrilling a hardened detective must stop the villain before a shadowy organisation destroys everything they hold dear.,7.9,20442,99.18,1996,183,ko
1727,Age of Sacrifice 4,Thriller Mystery Musical,Sam Raimi,Scarlett Johansson Russell Crowe Ryan Gosling,conspiracy cult detective,two unlikely allies embarks on a action-packed journey through a crime-ridden metropolis to stop a shadowy organisation once and for all.,9.2,30922,28.67,1972,190,hi
1728,Dark Wolf 4,Adventure Sport Thriller,Denis Villeneuve,Benedict Cumberbatch Jack Nicholson Anthony Hopkins,spy prophecy cult family prison mystery,"In a desperate tale of power and corruption, two unlikely allies confronts an ancient evil that will test their very soul.",8.6,42001,25.64,2023,86,en
1729,Edge of Sacrifice 5,Documentary Adventure Thriller Biography,Gore Verbinski,Morgan Freeman Hugh Jackman Dustin Hoffman,detective forest underground election,"In a mysterious tale of courage and sacrifice, a hardened detective confronts an ancient evil that will test their very soul.",7.2,8045,75.19,2018,89,ja
1730,Silent Dragon: Part 2,Biography Comedy,Tony Scott,Sylvester Stallone Tom Cruise Christian Bale,detective redemption revolution,A mysterious a young prodigy must escape captivity before a catastrophic event destroys everything they hold dear.,9.1,31172,51.37,2002,138,ko
1731,Dawn of Alliance: Part 2,Western,Tony Scott,Dustin Hoffman Cate Blanchett Benedict Cumberbatch,mutation virus friendship,"In a action-packed tale of power and corruption, two unlikely allies confronts an unstoppable force that will test their very soul.",8.7,47413,78.34,1983,196,fr
1732,Dawn of Revelation 5,Crime Action War,Peter Jackson,Will Smith Joaquin Phoenix Emma Stone,mutation spy friendship,"Set in a magical realm, the film follows a hardened detective as they navigate political intrigue and uncover an ancient prophecy.",9.5,24555,84.55,2021,103,fr
1733,Dawn of Judgment: Part 1,Animation Action Sport Horror,Darren Aronofsky,Anthony Hopkins Denzel Washington Daniel Day-Lewis,friendship corruption time travel detective treasure snow,a young prodigy embarks on a mysterious journey through a distant galaxy to stop a shadowy organisation once and for all.,6.1,7490,95.03,2024,100,de
1734,Eternal Destiny 5,Comedy Romance,Guy Ritchie,Tom Cruise Arnold Schwarzenegger Natalie Portman,mutation sword gun ocean superhero betrayal zombie,A desperate an exiled warrior must uncover the truth before an unstoppable force destroys everything they hold dear.,8.8,18378,11.3,2013,132,en
1735,Eternal Sentinel 4,Comedy History Biography Sci-Fi,Ridley Scott,Robert De Niro Bruce Willis Dustin Hoffman,robot mutation virus zombie revenge,A desperate a young prodigy must save their family before a deadly conspiracy destroys everything they hold dear.,7.9,5744,90.39,2019,118,en
1736,Forgotten Alliance,Animation Horror Romance Biography,Steven Spielberg,Jake Gyllenhaal Jennifer Lawrence Russell Crowe,conspiracy snow alien detective underground election,"Set in a post-apocalyptic city, the film follows a young prodigy as they navigate impossible odds and uncover a hidden identity.",7.2,37453,96.77,2024,163,ko
1737,Edge of Alliance: Part 2,Action Biography Family Sport,James Cameron,Denzel Washington Mark Wahlberg Anthony Hopkins,alien family corruption dystopia zombie underground,two unlikely allies embarks on a heart-breaking journey through a war-torn land to stop an ancient evil once and for all.,6.8,49510,4.96,2020,198,de
1738,Return of Origin: Part 3,Sport,Guillermo del Toro,Russell Crowe Natalie Portman Dustin Hoffman,cult family hacker vampire zombie love detective,two unlikely allies embarks on a thrilling journey through a war-torn land to stop an unstoppable force once and for all.,7.6,13617,47.57,1993,199,ko
1739,Fall of Destiny: Part 1,Horror Thriller,Wes Anderson,Harrison Ford Tom Hanks Arnold Schwarzenegger,spy magic robot,"When a young prodigy discovers an ancient prophecy, they are drawn into a heart-breaking world of a post-apocalyptic city.",6.3,20098,75.49,2014,177,de
1740,The Eclipse: Part 2,Fantasy Comedy Musical Crime,Bryan Singer,Jake Gyllenhaal Will Smith Ryan Gosling,cult underground snow love vampire,an exiled warrior embarks on a thrilling journey through a post-apocalyptic city to stop a deadly conspiracy once and for all.,5.4,34496,77.48,2015,142,ko
1741,Return of Eclipse 2,Family Sci-Fi,Zack Snyder,Bruce Willis Dustin Hoffman Hugh Jackman,virus vampire superhero conspiracy,"When two unlikely allies discovers a hidden identity, they are drawn into a chilling world of a war-torn land.",7.0,26169,52.68,2020,142,fr
1742,War of Judgment 2,Crime Fantasy,Denis Villeneuve,Brad Pitt Sylvester Stallone Dustin Hoffman,superhero mystery prophecy cult spy ocean magic,A action-packed an exiled warrior must unite the factions before an ancient evil destroys everything they hold dear.,6.2,43755,20.5,1983,193,de
1743,Final Chronicle 2,Crime Family Thriller Sport,Ridley Scott,Russell Crowe Al Pacino Morgan Freeman,city underground chase revolution prophecy desert,"In a chilling tale of power and corruption, two unlikely allies confronts a deadly conspiracy that will test their very soul.",4.2,42783,58.05,1986,191,es
1744,Return of Phoenix 4,Adventure,Sam Raimi,Hugh Jackman Ryan Gosling Meryl Streep,mystery cult vampire forest space revenge treasure,an exiled warrior embarks on a heart-breaking journey through a distant galaxy to stop an unstoppable force once and for all.,5.2,38081,30.81,1995,105,de
1745,Dawn of Titan 4,Family Sport,Alfonso Cuaron,Bruce Willis Ryan Gosling Jared Leto,time travel survival love chase magic dragon corruption,"When a hardened detective discovers a long-buried secret, they are drawn into a action-packed world of a war-torn land.",9.0,28147,43.94,2013,194,ko
1746,Kingdom of Phoenix 4,Mystery,Quentin Tarantino,Meryl Streep Jack Nicholson Tom Hanks,conspiracy chase spy space hacker,"In a heart-breaking tale of justice and revenge, a hardened detective confronts a catastrophic event that will test their very soul.",7.4,25723,10.93,1973,137,es
1747,Final Sentinel 5,Mystery,Tony Scott,Hugh Jackman Brad Pitt Leonardo DiCaprio,cult love magic chase,"Set in a distant galaxy, the film follows a lone hero as they navigate moral dilemmas and uncover a forgotten past.",5.3,35277,69.5,1990,88,de
1748,Dark Chronicle 4,War Documentary,Ethan Coen,Ryan Gosling Scarlett Johansson Jennifer Lawrence,snow dystopia zombie detective magic,A heart-breaking an exiled warrior must unite the factions before a catastrophic event destroys everything they hold dear.,8.4,37524,57.88,2011,85,es
1749,Return of Prophecy 2,Thriller Comedy,Gore Verbinski,Robert De Niro Christian Bale Liam Neeson,prison survival conspiracy heist betrayal chase,"When a young prodigy discovers a shocking truth, they are drawn into a desperate world of a war-torn land.",5.5,8722,54.98,2021,141,ja
1750,Broken Storm 3,Romance,James Cameron,Robert De Niro Arnold Schwarzenegger Charlize Theron,time travel forest friendship,a lone hero embarks on a thrilling journey through a distant galaxy to stop an ancient evil once and for all.,7.9,35852,36.03,2003,147,es
1751,Rise of Frontier: Part 1,Biography Adventure,Bryan Singer,Angelina Jolie Scarlett Johansson Arnold Schwarzenegger,corruption treasure mystery survival dystopia city,"In a thrilling tale of power and corruption, two unlikely allies confronts an ancient evil that will test their very soul.",7.6,20283,27.95,1995,186,en
1752,Rise of Storm: Part 1,Mystery Adventure,Guillermo del Toro,Jared Leto Angelina Jolie Joaquin Phoenix,friendship ocean war space virus mutation,a hardened detective embarks on a heart-breaking journey through a distant galaxy to stop a deadly conspiracy once and for all.,5.2,31264,57.72,1985,149,en
1753,Shadow of Sentinel,Crime Animation Sci-Fi,Darren Aronofsky,Tom Hanks Daniel Day-Lewis Matt Damon,magic chase snow,"Set in a magical realm, the film follows a lone hero as they navigate impossible odds and uncover an ancient prophecy.",4.6,41491,58.51,1978,130,ko
1754,Return of Guardian 3,Sport Comedy,Darren Aronofsky,Keanu Reeves Hugh Jackman Leonardo DiCaprio,prophecy superhero revenge journey ocean alien revolution,"In a action-packed tale of courage and sacrifice, a lone hero confronts a catastrophic event that will test their very soul.",6.8,17369,63.67,2021,121,es
1755,A Origin,Sport War Romance,Tony Scott,Harrison Ford Russell Crowe Matt Damon,mystery ocean friendship redemption time travel,"Set in a post-apocalyptic city, the film follows an exiled warrior as they navigate unexpected betrayals and uncover a forgotten past.",9.3,29809,62.48,2015,177,de
